identifier	publicationType	full_reference	primaryTitle	title	pages	pageStart	pageEnd	volume	edition	publisher	authorList	editorList	created	language	uri	doi	schema#localityName
WoRMS:citation:101890	Citation	"Lowry, J.; Bellan-Santini, D. (2014). <i>Ampelisca bellianus</i> Bate, 1857. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101890"															
WoRMS:citation:101891	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca brevicornis</i> (Costa, 1853). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101891"															
WoRMS:citation:101892	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca calypsonis</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101892"															
WoRMS:citation:101893	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca compacta</i> Norman, 1882. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101893"															
WoRMS:citation:101894	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca dalmatina</i> Karaman, 1975. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101894"															
WoRMS:citation:101895	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca declivitatis</i> Mills, 1967. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101895"															
WoRMS:citation:101896	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca diadema</i> (Costa, 1853). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101896"															
WoRMS:citation:101897	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca eschrichtii</i> KrÌüyer, 1842. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101897"															
WoRMS:citation:101898	Citation	"Lowry, J.; Bellan-Santini, D. (2014). <i>Ampelisca gibba</i> Sars, 1883. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101898"															
WoRMS:citation:101899	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca heterodactyla</i> Schellenberg, 1925. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101899"															
WoRMS:citation:10190	Citation	"WoRMS (2014). Cephalaspidomorphi. In: Froese, R. and D. Pauly. Editors. (2014) FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=10190"															
WoRMS:citation:101900	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca intermedia</i> Bellan-Santini & Diviacco, 1990. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101900"															
WoRMS:citation:101901	Citation	"Lowry, J.; Bellan-Santini, D. (2014). <i>Ampelisca islandica</i> Bellan-Santini & Dauvin, 1996. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101901"															
WoRMS:citation:101902	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca jaffaensis</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101902"															
WoRMS:citation:101903	Citation	"Lowry, J.; Bellan-Santini, D. (2014). <i>Ampelisca laevigata</i> Liljeborg, 1856. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101903"															
WoRMS:citation:101904	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca latifrons</i> Schellenberg, 1925. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101904"															
WoRMS:citation:101905	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca latipes</i> Stephensen, 1925. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101905"															
WoRMS:citation:101906	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca ledoyeri</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101906"															
WoRMS:citation:101907	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca lusitanica</i> Bellan-Santini & Marques, 1987. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101907"															
WoRMS:citation:101908	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca macrocephala</i> Liljeborg, 1852. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101908"															
WoRMS:citation:101909	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca massiliensis</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101909"															
WoRMS:citation:101910	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca melitae</i> Dauvin & Bellan-Santini, 1985. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101910"															
WoRMS:citation:101911	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca multispinosa</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101911"															
WoRMS:citation:101912	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca odontoplax</i> G.O. Sars, 1879. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101912"															
WoRMS:citation:101913	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca parabyblisoides</i> Dauvin & Bellan-Santini, 1996. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101913"															
WoRMS:citation:101914	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca planierensis</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101914"															
WoRMS:citation:101915	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca provincialis</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101915"															
WoRMS:citation:101916	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca pseudosarsi</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101916"															
WoRMS:citation:101917	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca pseudospinimana</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101917"															
WoRMS:citation:101918	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca pusilla</i> Sars, 1895. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101918"															
WoRMS:citation:101919	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca remora</i> Bellan-Santini & Dauvin, 1986. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101919"															
WoRMS:citation:101920	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca rubella</i> A. Costa, 1864. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101920"															
WoRMS:citation:101922	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca ruffoi</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101922"															
WoRMS:citation:101923	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca sarsi</i> Chevreux, 1888. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101923"															
WoRMS:citation:101924	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca serraticaudata</i> Chevreux, 1888. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101924"															
WoRMS:citation:101925	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca sorbei</i> Dauvin & Bellan-Santini, 1996. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101925"															
WoRMS:citation:101926	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca spinifer</i> Reid, 1951. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101926"															
WoRMS:citation:101927	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca spinimana</i> Chevreux, 1900. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101927"															
WoRMS:citation:101928	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca spinipes</i> Boeck, 1861. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101928"															
WoRMS:citation:101929	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca spooneri</i> Dauvin & Bellan-Santini, 1982. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101929"															
WoRMS:citation:10193	Citation	"WoRMS (2014). Elasmobranchii. In: Froese, R. and D. Pauly. Editors. (2014) FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=10193"															
WoRMS:citation:101930	Citation	"Bellan-Santini, D. (2015). <i>Ampelisca tenuicornis</i> Lilljeborg, 1855. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=101930"															
WoRMS:citation:101931	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca toulemonti</i> Dauvin & Bellan-Santini, 1982. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101931"															
WoRMS:citation:101932	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca truncata</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101932"															
WoRMS:citation:101933	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca typica</i> (Bate, 1856). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101933"															
WoRMS:citation:101934	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca uncinata</i> Chevreux, 1887. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101934"															
WoRMS:citation:101935	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca unidentata</i> Schellenberg, 1936. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101935"															
WoRMS:citation:101936	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca verga</i> Reid, 1951. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101936"															
WoRMS:citation:101937	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca vervecei</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101937"															
WoRMS:citation:101938	Citation	"Bellan-Santini, D. (2014). <i>Byblis abyssi</i> G.O. Sars, 1879. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101938"															
